name, surname, ageInYears
MARGALITA,MARGALITA_153,22
MARGIE,MARGIE_125,19
MARGOTT,MARGOTT_123,10
MARHA,MARHA_114,10
MARIA DEL PILAR,MARIA DEL PILAR_179,6
MARIANTHI,MARIANTHI_149,33
MARIDA,MARIDA_56,18
MARIE-LOUISE,MARIE-LOUISE_100,13
MARIE-THERESE,MARIE-THERESE_134,37
MARIGONA,MARIGONA_165,32
MARILENE,MARILENE_196,27
MARINILA,MARINILA_166,13
MARIOLLA,MARIOLLA_89,34
MARIUSZA,MARIUSZA_13,34
MARLÈNE,MARLÈNE_127,19
MARTA-MARIIA,MARTA-MARIIA_69,19
MARYANN,MARYANN_153,6
MAYADA,MAYADA_168,40
MEAGAN,MEAGAN_142,16
MEHREEN,MEHREEN_87,27
MELANA,MELANA_158,12
MELIA,MELIA_171,17
MELODIA,MELODIA_76,41
MENGMENG,MENGMENG_36,30
MERYAM,MERYAM_139,25
MIDIA,MIDIA_79,29
MIE,MIE_69,23
MIHEE,MIHEE_155,11
MIJIN,MIJIN_130,39
MIKAELLA,MIKAELLA_155,1
MILENKA,MILENKA_29,39
MILIA,MILIA_12,38
MILITA,MILITA_156,5
MILLICENT,MILLICENT_101,37
MILOSLAVA,MILOSLAVA_144,31
MILUŠE,MILUŠE_72,8
MIMOZA,MIMOZA_44,11
MINH PHUONG,MINH PHUONG_56,33
MINKA,MINKA_69,35
MINODORA,MINODORA_135,35
MINSEO,MINSEO_65,19
MİRA,MİRA_154,10
MIRABELLE,MIRABELLE_180,29
MIRJA,MIRJA_24,12
MIROPIA,MIROPIA_166,5
MISA,MISA_133,29
MIYOUNG,MIYOUNG_62,32
MO,MO_133,33
MY LINH,MY LINH_198,33
MYLENE,MYLENE_5,30
MYRNA,MYRNA_46,29
NADIRA,NADIRA_133,23
NAFISA,NAFISA_28,38
NAGA,NAGA_195,3
NAGIHAN,NAGIHAN_198,26
NAISHA,NAISHA_66,37
NAOMIE,NAOMIE_32,14
NARGES,NARGES_68,11
NASTURCJA,NASTURCJA_90,27
NAZELI,NAZELI_67,1
NAZLICAN,NAZLICAN_101,36
NAZMIYE,NAZMIYE_173,13
NECHA,NECHA_68,26
NECLA,NECLA_2,37
NEETU,NEETU_176,0
NELLE,NELLE_64,11
NESLİHAN,NESLİHAN_17,16
NESRINE,NESRINE_196,4
NEVYANA,NEVYANA_77,15
NGOC LAN,NGOC LAN_153,13
NGOC LINH,NGOC LINH_36,9
NIHARIKA,NIHARIKA_188,38
NIJOLE,NIJOLE_15,2
NIKOLLA,NIKOLLA_39,28
NINI,NINI_170,15
NITSAN,NITSAN_181,14
NIV,NIV_184,23
NODIRA,NODIRA_123,32
NOMIN-ERDENE,NOMIN-ERDENE_152,11
NOVA,NOVA_76,37
NURDZHIHAN,NURDZHIHAN_195,41
NYAH,NYAH_88,40
ODGEREL,ODGEREL_143,4
OKSANNA,OKSANNA_47,3
OLESSYA,OLESSYA_115,15
OLGIERDA,OLGIERDA_120,24
ONYSIIA,ONYSIIA_180,32
OREN,OREN_190,2
ORIA,ORIA_107,16
ORIANE,ORIANE_85,20
ORIN,ORIN_72,14
ORLANDA,ORLANDA_155,21
ORNIT,ORNIT_150,7
ORYAN,ORYAN_191,17
OVSANNA,OVSANNA_63,8
PARANDZEM,PARANDZEM_187,23
PARVANA,PARVANA_100,6
PATRICIE,PATRICIE_159,28
PAVLÍNA,PAVLÍNA_144,3
PERI,PERI_45,1
PERNILLE,PERNILLE_157,34
PETRINA,PETRINA_88,16
PETRONELLA,PETRONELLA_179,30
PHUONG LAN,PHUONG LAN_27,17
PIROSKA,PIROSKA_11,15
PRESILA,PRESILA_131,3
PRISCA,PRISCA_102,17
PRYSCYLLA,PRYSCYLLA_153,9
QUỲNH,QUỲNH_181,24
QUYNH CHI,QUYNH CHI_6,18
RABIJA,RABIJA_82,16
RAGNA,RAGNA_84,7
RAHIME,RAHIME_12,40
RAJSA,RAJSA_74,29
RALITSA,RALITSA_32,38
RAMNAT,RAMNAT_90,24
RAVID,RAVID_183,29
REEMA,REEMA_93,19
REI,REI_164,36
REIKO,REIKO_102,36
REINE,REINE_108,28
REMIGIUSZA,REMIGIUSZA_176,29
RENÉE,RENÉE_187,22
RENI,RENI_149,40
REONALDA,REONALDA_61,41
RHONDA,RHONDA_24,7
RIDHI,RIDHI_101,6
RIKI,RIKI_47,20
RILEY,RILEY_100,0
RIO,RIO_186,3
ROCÍO,ROCÍO_6,19
ROMANE,ROMANE_142,33
ROMKA,ROMKA_1,32
ROSALBA,ROSALBA_105,29
ROSARIA,ROSARIA_12,40
ROSEANNA,ROSEANNA_154,14
ROSE-MARIE,ROSE-MARIE_131,35
ROSINE,ROSINE_26,13
ROSSITA,ROSSITA_89,17
RUKIYAT,RUKIYAT_23,25
RUKIYE,RUKIYE_106,41
RUSANA,RUSANA_152,40
RUTE,RUTE_24,10
RUŻENA,RUŻENA_61,14
RYAN,RYAN_42,36
SADAF,SADAF_116,13
SAFAA,SAFAA_149,14
SAFIYAH,SAFIYAH_171,20
SAKINA,SAKINA_17,22
SAKSHI,SAKSHI_52,8
SAMANDA,SAMANDA_158,1
SAMJHANA,SAMJHANA_143,26
SAMYA,SAMYA_183,14
SANATA,SANATA_97,15
SANDI,SANDI_75,1
SANGMI,SANGMI_41,30
SARAY,SARAY_170,28
SAULĖ,SAULĖ_60,1
SAWERA,SAWERA_96,17
SERAPHINA,SERAPHINA_77,18
ŞERİFE,ŞERİFE_171,13
SEVARA,SEVARA_188,18
SEZEN,SEZEN_133,3
SHAHAD,SHAHAD_189,26
SHARMIN,SHARMIN_89,37
SHAZA,SHAZA_82,32
SHERLY,SHERLY_21,13
SHILOH,SHILOH_132,17
SHIVA,SHIVA_156,32
SHIYU,SHIYU_141,27
SHOGHIK,SHOGHIK_80,22
SHYNAR,SHYNAR_52,6
SIANA,SIANA_101,26
SIEGRIDA,SIEGRIDA_162,25
SIGLINDA,SIGLINDA_157,16
SILENE,SILENE_57,37
SIQI,SIQI_18,1
SIRVARD,SIRVARD_15,40
SITI,SITI_34,11
SITONG,SITONG_101,28
SIYU,SIYU_59,12
SKY,SKY_153,13
SLOBODANKA,SLOBODANKA_40,10
SONALI,SONALI_52,5
SOPHIO,SOPHIO_24,13
SORA,SORA_59,34
SOTIRIA,SOTIRIA_35,26
SOYOUNG,SOYOUNG_13,17
SRUTHI,SRUTHI_70,26
STAMATIA,STAMATIA_89,21
ŠTĚPÁNKA,ŠTĚPÁNKA_108,5
STINE,STINE_31,35
SUE,SUE_87,12
SULAMITA,SULAMITA_91,39
SULE,SULE_200,14
SUŁTANA,SUŁTANA_115,24
SUMAIA,SUMAIA_99,32
SUMITRA,SUMITRA_75,25
SUNG,SUNG_126,37
SUNYOUNG,SUNYOUNG_5,20
SUSHILA,SUSHILA_153,4
SUSY,SUSY_59,16
SUWEI,SUWEI_111,15
SUZI,SUZI_14,29
SWETA,SWETA_151,23
SYMBAT,SYMBAT_102,8
SZANTAL,SZANTAL_116,40
TABITHA,TABITHA_100,3
TACHMINA,TACHMINA_179,25
TAHEL,TAHEL_2,26
TAHIRA,TAHIRA_17,19
TAKHMINA,TAKHMINA_20,38
TAMIKA,TAMIKA_195,41
TAMILLA,TAMILLA_87,4
TASULA,TASULA_91,19
TATIANNA,TATIANNA_51,5
TAYLA,TAYLA_3,23
TEGAN,TEGAN_103,29
TEMITOPE,TEMITOPE_122,31
TENA,TENA_73,18
TERENIA,TERENIA_39,36
TERESE,TERESE_31,40
TERESITA,TERESITA_82,24
TERRI,TERRI_177,38
THAÍS,THAÍS_51,40
THANH HOA,THANH HOA_172,22
THANH HUONG,THANH HUONG_62,17
THÉRÈSE,THÉRÈSE_59,14
THI AN,THI AN_85,3
THỊ HẢI,THỊ HẢI_180,2
THI HOAI,THI HOAI_138,18
THI HONG HANH,THI HONG HANH_180,0
THỊ HUYỀN,THỊ HUYỀN_144,32
THI LIEU,THI LIEU_54,39
THI LUU,THI LUU_132,14
THI MIEN,THI MIEN_181,30
THI NGAN,THI NGAN_163,39
THI PHUC,THI PHUC_18,1
THI QUY,THI QUY_153,31
THỊ THẢO,THỊ THẢO_100,2
THỊ THU HÀ,THỊ THU HÀ_200,22
THI TRA MY,THI TRA MY_56,23
THỊ VÂN ANH,THỊ VÂN ANH_199,39
THÙY,THÙY_50,31
THUY ANH,THUY ANH_107,4
THUY TRANG,THUY TRANG_185,17
TILDA,TILDA_143,14
TINATINI,TINATINI_124,24
TOBA,TOBA_170,23
TOGZHAN,TOGZHAN_120,17
TOSHIKO,TOSHIKO_50,28
TRINIDAD,TRINIDAD_79,14
TU ANH,TU ANH_73,26
TUANA,TUANA_139,3
TULASI,TULASI_58,18
TULLIA,TULLIA_109,40
TUMISHA,TUMISHA_151,34
TUNGALAG,TUNGALAG_178,20
TUTA,TUTA_192,25
TUUL,TUUL_85,38
TYRA,TYRA_166,31
TYURKYAN,TYURKYAN_1,21
TZLIL,TZLIL_102,28
ULKAR,ULKAR_127,1
UN GYONG,UN GYONG_3,17
UN HUI,UN HUI_199,25
URANCHIMEG,URANCHIMEG_91,15
URŠKA,URŠKA_152,7
VÂN,VÂN_187,10
VEGA,VEGA_94,8
VENDULA,VENDULA_44,2
VERGINE,VERGINE_103,11
VERÔNICA,VERÔNICA_100,9
VESELA,VESELA_137,19
VETUTA,VETUTA_80,4
VICKTORIA,VICKTORIA_51,8
VICTÓRIA,VICTÓRIA_143,8
VIENNA,VIENNA_175,14
VIKI,VIKI_61,22
VILINA,VILINA_55,7
VINETA,VINETA_128,40
VIOLLETTA,VIOLLETTA_158,40
VIRÁG,VIRÁG_197,9
VIRSAVIIA,VIRSAVIIA_114,2
VOLODYMYR,VOLODYMYR_5,22
VUSALA,VUSALA_16,37
WALTRANT,WALTRANT_52,11
WARDA,WARDA_128,24
WASILISA,WASILISA_88,24
WASYLIKA,WASYLIKA_39,12
WASYŁYNA,WASYŁYNA_17,31
WENERA,WENERA_13,35
WENJING,WENJING_97,14
WERENA,WERENA_156,20
WESELINA,WESELINA_108,24
WIELOSŁAWA,WIELOSŁAWA_5,14
XIAOFANG,XIAOFANG_142,23
XIAOJIE,XIAOJIE_77,22
XIUPING,XIUPING_121,22
XIUQIN,XIUQIN_174,39
YA,YA_24,41
YAFIT,YAFIT_50,15
YAHEL,YAHEL_195,30
YAHLI,YAHLI_36,10
YAJIE,YAJIE_16,17
YANLI,YANLI_19,8
YANLING,YANLING_171,29
YAO,YAO_36,2
YAQIN,YAQIN_6,4
YASENIYA,YASENIYA_3,5
YAWEN,YAWEN_6,31
YERKEZHAN,YERKEZHAN_171,27
YESIM,YESIM_17,5
YINING,YINING_120,30
YINUO,YINUO_19,30
YIRU,YIRU_111,35
YOANA,YOANA_81,13
YOCHEVED,YOCHEVED_127,24
YOOJIN,YOOJIN_66,31
YUCHEN,YUCHEN_159,40
YUDITH,YUDITH_191,31
YUJEONG,YUJEONG_56,17
YULAN,YULAN_90,2
YULDUZ,YULDUZ_175,11
YULYA,YULYA_142,36
YUMEI,YUMEI_144,30
YUNJEONG,YUNJEONG_77,35
YUNYUN,YUNYUN_20,37
YURKIE,YURKIE_54,20
YVONA,YVONA_154,8
ZAHARA,ZAHARA_165,29
ZANA,ZANA_12,1
ZANE,ZANE_114,32
ZANNA,ZANNA_109,16
ZAYNAB,ZAYNAB_8,14
ZEHAVIT,ZEHAVIT_35,21
ZENFIRA,ZENFIRA_103,10
ZENOIDA,ZENOIDA_10,31
ZEYNAB,ZEYNAB_125,7
ZHAINA,ZHAINA_87,28
ZHANEL,ZHANEL_42,26
ZHANIYA,ZHANIYA_193,1
ZHE,ZHE_22,2
ZHIHAN,ZHIHAN_166,7
ZHU,ZHU_5,4
ZIXUAN,ZIXUAN_188,39
ZORICA,ZORICA_95,39
ZORNITSA,ZORNITSA_76,17
ZSUZSA,ZSUZSA_68,0
ZURI,ZURI_23,8
ŻANNETA,ŻANNETA_29,40
ŻORŻETA,ŻORŻETA_182,35
AADHYA,AADHYA_111,27
AALIYA,AALIYA_169,39
ADAMMA,ADAMMA_123,16
ADDA,ADDA_73,24
ADDISON,ADDISON_125,28
ADELIN,ADELIN_48,30
ADELIYA,ADELIYA_56,15
ADELTRAUD,ADELTRAUD_104,32
ADENIKE,ADENIKE_96,3
ADIA,ADIA_84,0
ADONIA,ADONIA_95,38
ADRIYANA,ADRIYANA_152,13
ADY,ADY_163,10
AFAF,AFAF_159,14
AFANAZJA,AFANAZJA_163,20
AFRODITA,AFRODITA_118,2
AFSANEH,AFSANEH_156,10
AGNE,AGNE_53,29
AGNESS,AGNESS_139,2
AGOSTINA,AGOSTINA_111,13
AHNIIA,AHNIIA_97,20
AIGANYM,AIGANYM_108,10
AIJA,AIJA_163,13
AIMAN,AIMAN_100,3
AINO,AINO_172,41
AISHE,AISHE_145,27
AIYA,AIYA_198,9
AIZADA,AIZADA_55,8
AKANSHA,AKANSHA_106,33
AKSENIIA,AKSENIIA_7,24
AKSHITA,AKSHITA_172,23
AKWILINA,AKWILINA_184,9
ALAIA,ALAIA_12,4
ALANIS,ALANIS_49,38
ALEXANDER,ALEXANDER_197,25
ALIÉNOR,ALIÉNOR_88,19
ALIN,ALIN_85,37
ALISHIA,ALISHIA_189,33
ALIZÉE,ALIZÉE_48,0
ALLIYAH,ALLIYAH_170,25
ALMINA,ALMINA_41,15
ALMUT,ALMUT_74,32
ALOIZA,ALOIZA_61,13
ALONIA,ALONIA_66,41
AMARANTA,AMARANTA_191,38
AMARIS,AMARIS_135,30
AMEENA,AMEENA_115,3
AMELJA,AMELJA_126,21
ANAEL,ANAEL_96,34
ANAGHA,ANAGHA_44,35
ANCHALEE,ANCHALEE_51,8
ANDRIJANA,ANDRIJANA_28,23
ANDZELA,ANDZELA_173,11
ANDZELINA,ANDZELINA_199,10
ANDZHELIKA,ANDZHELIKA_143,21
ANGELI,ANGELI_172,0
ÁNH,ÁNH_11,17
ANICETTA,ANICETTA_32,11
ANIKO,ANIKO_188,11
ANITHA,ANITHA_133,18
ANJELICA,ANJELICA_53,23
ANNAMARIE,ANNAMARIE_134,7
ANNELIS,ANNELIS_117,35
ANNELISA,ANNELISA_119,33
ANNELIZE,ANNELIZE_198,35
ANNISA,ANNISA_176,25
ANNMARIE,ANNMARIE_180,35
ANTONETA,ANTONETA_58,29
ANTONIDA,ANTONIDA_56,39
ANUJIN,ANUJIN_14,32
ANUSZ,ANUSZ_170,6
ANZHELLA,ANZHELLA_16,32
APOSTOLIA,APOSTOLIA_94,25
ARANZAZU,ARANZAZU_76,11
ARDAK,ARDAK_138,5
ARIUNA,ARIUNA_170,10
ARIUNZAYA,ARIUNZAYA_58,16
ARJA,ARJA_90,26
ARMELIA,ARMELIA_50,7
ARPI,ARPI_95,11
ARSENIA,ARSENIA_75,2
ARSENIIA,ARSENIIA_59,19
ARTEMIA,ARTEMIA_17,8
ARTI,ARTI_24,8
ARTURA,ARTURA_152,22
ASAL,ASAL_28,21
ASIIAT,ASIIAT_99,0
ASİYE,ASİYE_39,8
ASJA,ASJA_63,35
ASTEJA,ASTEJA_39,9
ASTRYD,ASTRYD_57,34
ASZANTI,ASZANTI_175,29
ATANASIA,ATANASIA_90,6
ATCHE,ATCHE_19,16
ATESSA,ATESSA_166,3
ATIA,ATIA_6,5
ATTI,ATTI_17,38
AVIN,AVIN_39,10
AVNI,AVNI_28,8
AYANO,AYANO_104,16
AYCAN,AYCAN_39,4
AYDA,AYDA_160,8
AYDZHAN,AYDZHAN_137,21
AYELEN,AYELEN_178,0
AYISHA,AYISHA_19,31
AYOMIDE,AYOMIDE_169,24
AYSEGÜL,AYSEGÜL_44,34
AYTAJ,AYTAJ_92,40
AZALIA,AZALIA_3,27
AZNIV,AZNIV_58,21
BAIGALMAA,BAIGALMAA_167,17
BARNO,BARNO_148,39
BASAK,BASAK_59,14
BASTI,BASTI_96,2
BEŁŁA,BEŁŁA_36,10
BENEDICTA,BENEDICTA_18,3
BENIGDA,BENIGDA_98,5
BERNICE,BERNICE_20,8
BETTI,BETTI_4,7
BEVERLEY,BEVERLEY_165,15
BEYA,BEYA_158,29
BHAVIKA,BHAVIKA_173,13
BHAVNA,BHAVNA_3,15
BHAWNA,BHAWNA_32,2
BIANA,BIANA_93,28
BINBIN,BINBIN_192,14
BINITA,BINITA_5,14
BOGUMILA,BOGUMILA_52,38
BOHUMILA,BOHUMILA_191,20
BOZENNA,BOZENNA_9,15
BRIT,BRIT_136,37
BRITNEY,BRITNEY_133,20
BRITT,BRITT_82,28
BURCIN,BURCIN_99,30
BÜSRA,BÜSRA_147,28
BÜȘRA,BÜȘRA_37,15
CALLIE,CALLIE_12,15
CAM TU,CAM TU_54,3
CARMI,CARMI_162,29
CARMINA,CARMINA_27,19
CATIA,CATIA_159,12
CATRIONA,CATRIONA_128,34
CESIA,CESIA_185,11
CHAIMAA,CHAIMAA_130,0
CHANTELL,CHANTELL_152,34
CHARU,CHARU_112,40
CHELSIE,CHELSIE_71,16
CHIAMAKA,CHIAMAKA_9,6
CHICHAK,CHICHAK_164,4
CHINYERE,CHINYERE_31,19
CHISOM,CHISOM_121,24
CHUNLAN,CHUNLAN_164,35
CHUNXIA,CHUNXIA_146,22
CHUTIMA,CHUTIMA_4,32
CITA,CITA_143,20
COLLIEN,COLLIEN_111,41
CONSTANCIA,CONSTANCIA_97,30
CRISTY,CRISTY_102,36
CYTA,CYTA_77,26
CZANITA,CZANITA_36,33
CZEKINA,CZEKINA_119,1
DA EUN,DA EUN_17,30
DAGMA,DAGMA_90,2
DAGMAN,DAGMAN_132,13
DALITA,DALITA_125,3
DAMARYS,DAMARYS_74,9
DANATA,DANATA_171,9
DANELIA,DANELIA_173,34
DANGUOLĖ,DANGUOLĖ_29,20
DANI,DANI_7,20
DANIELIA,DANIELIA_89,23
DANYA,DANYA_140,40
DARIGA,DARIGA_146,27
DARKA,DARKA_15,31
DARLENE,DARLENE_20,22
DEMETRIA,DEMETRIA_123,12
DEMIRKA,DEMIRKA_5,20
DENICE,DENICE_72,
DESHI,DESHI_60,26
DETELINA,DETELINA_70,7
DEVIKA,DEVIKA_101,12
DEWI,DEWI_151,0
DHARMA,DHARMA_200,33
DIALA,DIALA_21,17
DIAMANTA,DIAMANTA_160,13
DICLE,DICLE_189,5
DİDEM,DİDEM_187,24
DIKSHA,DIKSHA_185,35
DILA,DILA_38,20
DILAJLA,DILAJLA_104,13
DIMITRICHKA,DIMITRICHKA_53,32
DIVINE,DIVINE_14,25
DOINITA,DOINITA_72,15
DOLLY,DOLLY_96,7
DOLORESA,DOLORESA_19,33
DONATYLLA,DONATYLLA_144,24
DORKAS,DORKAS_160,26
DORYS,DORYS_200,
DOSIA,DOSIA_165,12
DOVILE,DOVILE_24,17
DRAHOMIRA,DRAHOMIRA_125,12
DUBRAVKA,DUBRAVKA_109,6
DUONG,DUONG_50,37
DUYEN,DUYEN_166,33
DZHEMILE,DZHEMILE_147,18
DZHULIETA,DZHULIETA_79,8
DŻASTINA,DŻASTINA_147,14
DŻULIA,DŻULIA_104,6
DŻULIETTA,DŻULIETTA_29,5
EDANUR,EDANUR_16,4
EDEL,EDEL_7,30
EDELTRAND,EDELTRAND_31,26
EDELTRANT,EDELTRANT_175,27
EDIIE,EDIIE_128,13
EDITHA,EDITHA_185,9
EDONA,EDONA_156,28
EDZITA,EDZITA_121,12
EEVA,EEVA_126,25
EFIMIA,EFIMIA_43,21
EFREMA,EFREMA_121,38
EFTHYMIA,EFTHYMIA_180,28
EFTIMIA,EFTIMIA_39,16
EGLE,EGLE_182,2
ELEANA,ELEANA_98,32
ELÉNA,ELÉNA_84,40
ELETTRA,ELETTRA_138,29
ELGA,ELGA_134,16
ELIKA,ELIKA_152,3
ELISABETE,ELISABETE_133,20
ÉLISE,ÉLISE_114,19
ELIZABETTA,ELIZABETTA_134,2
ELLIANA,ELLIANA_27,41
ELOISA,ELOISA_169,39
ELS,ELS_199,41
ELVAN,ELVAN_106,0
ELYSSA,ELYSSA_13,32
ELŻA,ELŻA_110,38
EMMELINE,EMMELINE_200,17
ENIA,ENIA_192,22
ENKHTSETSEG,ENKHTSETSEG_138,24
ENKHZAYA,ENKHZAYA_143,28
ERICKA,ERICKA_30,9
ERIKO,ERIKO_10,19
ERMIONI,ERMIONI_160,37
ESIN,ESIN_66,20
ESTEL,ESTEL_81,9
ESTHERA,ESTHERA_97,33
ETELKA,ETELKA_60,27
ETIENNETTE,ETIENNETTE_165,0
ETTA,ETTA_153,0
EUNHEE,EUNHEE_101,16
EUNJEONG,EUNJEONG_56,41
EUNJIN,EUNJIN_164,3
EUNKYOUNG,EUNKYOUNG_183,25
EUSTACHA,EUSTACHA_192,24
EVA-MARIA,EVA-MARIA_93,32
EVANTHIA,EVANTHIA_187,23
EYA,EYA_67,35
FADILA,FADILA_102,18
FALGUNI,FALGUNI_70,38
FANA,FANA_102,3
FANKA,FANKA_135,16
FARZANA,FARZANA_142,6
FATOU,FATOU_140,11
FAVOUR,FAVOUR_10,12
FEBE,FEBE_134,33
FEIFEI,FEIFEI_184,15
FERIDA,FERIDA_157,33
FIONNUALA,FIONNUALA_21,27
FITRI,FITRI_128,11
FIZA,FIZA_77,29
FLOR,FLOR_4,3
FLORE,FLORE_128,34
FOZIA,FOZIA_195,19
FRANKIE,FRANKIE_189,0
GABRIELĖ,GABRIELĖ_107,26
GALENA,GALENA_122,11
GANCHIMEG,GANCHIMEG_181,36
GANTUYA,GANTUYA_58,2
GEGHETSIK,GEGHETSIK_184,38
GERALDINA,GERALDINA_180,1
GERD,GERD_45,3
GEREL,GEREL_111,3
GERMAINE,GERMAINE_98,20
GERTRAUT,GERTRAUT_128,38
GISLINDE,GISLINDE_52,2
GLADIS,GLADIS_165,28
GLORIIA,GLORIIA_12,21
GRACIANA,GRACIANA_112,26
GRAFINIA,GRAFINIA_150,25
GUADALUPE,GUADALUPE_55,19
GUL,GUL_89,32
GUNJAN,GUNJAN_190,9
GUO,GUO_40,8
GURPREET,GURPREET_179,39
GWENDOLINE,GWENDOLINE_72,29
GYULSEVIM,GYULSEVIM_3,30
GYULSHEN,GYULSHEN_93,37
HADEEL,HADEEL_82,22
HADIDŻA,HADIDŻA_179,16
HADIL,HADIL_139,24
HAIA,HAIA_83,38
HAJA,HAJA_82,9
HALEL,HALEL_109,0
HAMIDE,HAMIDE_157,28
HANANE,HANANE_150,19
HẰNG,HẰNG_163,1
HANIEH,HANIEH_68,25
HANIN,HANIN_144,31
HEDVIG,HEDVIG_41,15
HEDVIKA,HEDVIKA_134,7
HEE,HEE_155,32
HÉLÉNE,HÉLÉNE_100,29
HELMA,HELMA_122,34
HEMLATA,HEMLATA_132,1
HENRYETA,HENRYETA_193,16
HERLINDA,HERLINDA_98,2
HERMIONA,HERMIONA_132,5
HILDEGUNDA,HILDEGUNDA_77,29
HIMANI,HIMANI_141,2
HINA,HINA_82,23
HIULNARA,HIULNARA_58,6
HOANG ANH,HOANG ANH_42,26
HOANG YEN,HOANG YEN_63,15
HOMA,HOMA_58,9
HONGFEN,HONGFEN_2,28
HONGXIA,HONGXIA_145,9
HONGYU,HONGYU_69,12
HUAN,HUAN_164,3
HUGUETTE,HUGUETTE_48,22
HUIMIN,HUIMIN_132,19
HUIYING,HUIYING_160,6
HÜMEYRA,HÜMEYRA_86,26
HUYỀN TRANG,HUYỀN TRANG_149,15
HYACYNTA,HYACYNTA_109,21
HYE GYONG,HYE GYONG_143,12
HYEMI,HYEMI_144,3
IAROSLAVNA,IAROSLAVNA_107,7
IBTISAM,IBTISAM_186,19
İDİL,İDİL_166,13
ILARYIA,ILARYIA_156,3
ILJANA,ILJANA_75,38
ILMIRA,ILMIRA_39,20
ILONKA,ILONKA_147,26
IMENE,IMENE_11,26
IN,IN_5,40
INGRIT,INGRIT_182,40
INIKA,INIKA_8,28
INMACULADA,INMACULADA_107,28
INNES,INNES_154,31
IOVA,IOVA_124,28
IRÉN,IRÉN_183,12
IRMTRAUDA,IRMTRAUDA_169,4
IRODA,IRODA_152,31
ISRAA,ISRAA_50,34
ITALIA,ITALIA_99,33
IULIANNA,IULIANNA_136,24
IVI,IVI_36,40
IYA,IYA_26,33
IZADORA,IZADORA_16,27
IZEL,IZEL_193,28
JACENTYNA,JACENTYNA_51,24
JACGUELINA,JACGUELINA_36,25
JACQUELIN,JACQUELIN_132,32
JAHAN,JAHAN_153,0
JAMUNA,JAMUNA_82,15
JANELL,JANELL_96,38
JANIE,JANIE_177,32
JANJA,JANJA_194,41
JANTJE,JANTJE_173,6
JAQUELINA,JAQUELINA_22,16
JARZĘBINA,JARZĘBINA_7,39
JASMIJN,JASMIJN_145,34
JASPREET,JASPREET_139,19
JAŚMIN,JAŚMIN_10,6
JAYANTI,JAYANTI_3,32
JELIENA,JELIENA_91,6
JENNET,JENNET_48,4
JEWDOKIJA,JEWDOKIJA_105,33
JEYLA,JEYLA_145,1
JIANHONG,JIANHONG_48,6
JIAO,JIAO_74,15
JIAYU,JIAYU_107,40
JIHYEON,JIHYEON_126,6
JINHEE,JINHEE_91,5
JINMEI,JINMEI_68,0
JIYA,JIYA_184,12
JIYOUN,JIYOUN_86,25
JIYUN,JIYUN_190,6
JOCHANNA,JOCHANNA_18,38
JODY,JODY_26,22
JOLANA,JOLANA_176,4
JOLEEN,JOLEEN_172,40
JOO,JOO_19,39
JUHEE,JUHEE_62,25
JULJA,JULJA_192,15
KABITA,KABITA_97,2
KAHO,KAHO_10,27
KAISA,KAISA_66,1
KAJSA,KAJSA_167,5
KAMOLA,KAMOLA_22,6
KANDYDA,KANDYDA_50,10
KANI,KANI_82,33
KANYKEI,KANYKEI_194,34
KAORU,KAORU_120,0
KARMA,KARMA_96,20
KARMELINA,KARMELINA_27,34
KAROLIINA,KAROLIINA_127,21
KATERINE,KATERINE_113,17
KATHE,KATHE_143,38
KATHIE,KATHIE_49,36
KATINKA,KATINKA_198,37
KAUR,KAUR_51,15
KAZIMIRA,KAZIMIRA_126,2
KAZUMI,KAZUMI_43,22
KECJA,KECJA_38,15
KENDALL,KENDALL_195,21
KETI,KETI_66,40
KHADIDZHA,KHADIDZHA_95,11
KHADIJAT,KHADIJAT_145,16
KHALIMA,KHALIMA_76,18
KHÁNH LINH,KHÁNH LINH_3,8
KHANH VY,KHANH VY_14,3
KHAVASHI,KHAVASHI_49,34
KHLOÉ,KHLOÉ_78,11
KHOLOUD,KHOLOUD_118,35
KHUSHBU,KHUSHBU_49,40
KIA,KIA_69,5
KIEU ANH,KIEU ANH_62,13
KIM CHI,KIM CHI_57,25
KIM DUNG,KIM DUNG_72,25
KNKUSH,KNKUSH_73,6
KONSTANDINA,KONSTANDINA_155,7
KRISTIE,KRISTIE_107,3
KRUSZYNA,KRUSZYNA_12,5
KRYSTEL,KRYSTEL_54,40
KRZYSŁAWA,KRZYSŁAWA_166,5
KSANTIA,KSANTIA_69,20
KÜBRANUR,KÜBRANUR_29,33
KUNIGUNDA,KUNIGUNDA_96,30
KYONG SUK,KYONG SUK_122,26
LADAN,LADAN_113,23
LAIMUTE,LAIMUTE_11,2
LAMYA,LAMYA_36,39
LAN PHUONG,LAN PHUONG_182,11
LÁRA,LÁRA_76,10
LĀSMA,LĀSMA_42,11
LAURENTIA,LAURENTIA_134,34
LAVANYA,LAVANYA_27,29
LAYAL,LAYAL_11,28
LÊ,LÊ_6,22
LEANARDA,LEANARDA_85,21
LEANN,LEANN_135,32
LEÏLA,LEÏLA_65,18
LEILI,LEILI_6,7
LEMONIA,LEMONIA_154,12
LENARDA,LENARDA_6,6
LEONILIA,LEONILIA_47,38
LEONINA,LEONINA_111,2
LETISHA,LETISHA_56,29
LIAD,LIAD_196,27
LIBIA,LIBIA_21,14
LIDMYLA,LIDMYLA_45,16
